,name,rating,
125,Sudip Jung Thapa,4 stars,Imadol Futsal
126,Ronish Shakya,4 stars,Imadol Futsal
127,Aastha Bhandari,5 stars,Imadol Futsal
128,Sandip K C,5 stars,Imadol Futsal
129,Binit Chhetri,5 stars,Imadol Futsal
130,Ashok Waiba,5 stars,Imadol Futsal
131,Dhiirawz Crestha,4 stars,Imadol Futsal
132,Rabin Dahal,4 stars,Imadol Futsal
133,Anime sekai,2 stars,Imadol Futsal
134,Aadi,5 stars,Imadol Futsal
135,Prakash Yadav,5 stars,Imadol Futsal
136,Nawal Kattel,5 stars,Imadol Futsal
137,Nripase,3 stars,Imadol Futsal
138,Yakub Khan,3 stars,Imadol Futsal
139,kanchan bhattarai,4 stars,Imadol Futsal
140,Riya Chhetri,5 stars,Imadol Futsal
141,don dai,3 stars,Imadol Futsal
142,Ashutosh Shrestha,3 stars,Imadol Futsal
143,Jasmine Prajapati,2 stars,Imadol Futsal
144,Suman Kumar Khadka,4 stars,Imadol Futsal
145,Nishan Baral,3 stars,Imadol Futsal
146,Roshan Chand Thakuri,5 stars,Imadol Futsal
147,Aashwini Raj,5 stars,Imadol Futsal
148,Prabin Khadka,4 stars,Imadol Futsal
149,devil boy,5 stars,Imadol Futsal
150,sameer chaudhary,4 stars,Imadol Futsal
151,ranjana ghimire,3 stars,Imadol Futsal
152,Dipesh Leemboo,2 stars,Imadol Futsal
153,Prateek Dhakal,5 stars,Imadol Futsal
154,rajeev giri,4 stars,Imadol Futsal
155,Abin Shakya,5 stars,Imadol Futsal
156,Dipendra Adhikari (Dipen),3 stars,Imadol Futsal
157,ashish Ghimire,5 stars,Imadol Futsal
158,Anish Shrestha,2 stars,Imadol Futsal
159,pramod bhandari,1 star,Imadol Futsal
160,SAGUN,3 stars,Imadol Futsal
161,Alirhyth Stark,4 stars,Imadol Futsal
162,Pragun Bajracharya,4 stars,Imadol Futsal
163,Judicare Legal Service,4 stars,Imadol Futsal
164,Sajit Thapa,4 stars,Imadol Futsal
165,anime prime,5 stars,Imadol Futsal
166,Uttam Pandey,4 stars,Imadol Futsal
167,Prakash Khadka,3 stars,Imadol Futsal
168,Sangam Limbu,4 stars,Imadol Futsal
169,mahesh bista,5 stars,Imadol Futsal
170,Manish Gurung,3 stars,Imadol Futsal
171,Samir,5 stars,Imadol Futsal
172,Rajiv Kayastha,5 stars,Imadol Futsal
173,Satyendra Mukhiya,3 stars,Imadol Futsal
174,Monu T,5 stars,Imadol Futsal
175,Kritan Thapa,5 stars,Imadol Futsal
